127.0.0.1 - - [29/Dec/2014:20:33:44 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:27 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:08:38 +0530] "GET /BaitAlarms/theme/fnSubmit();?fname=Rajesh&lname=Agrawal&username=rajesh&email=rajesh%40gmail.com&userpass=rajesh&cuserpass=rajesh1 HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:17 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 6992
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:18 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 6992
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 6993
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:09:47 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:11 +0530] "GET /BaitAlarms/theme/fnSubmit();?fname=rajesh&lname=agrawal&username=rajesh&email=raj%40gmail.com&userpass=rajesh&cuserpass=rajes HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:22 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 6993
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 6993
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:23 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:28 +0530] "GET /BaitAlarms/theme/fnSubmit();?fname=rajesh&lname=agrawal&username=rajesh&email=raj%40gmail.com&userpass=ra&cuserpass=rara HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:10:49 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 6995
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7048
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:25 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:32 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:35 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:35 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:35 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:36 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:36 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7047
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:11:41 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:12:29 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:12:38 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7047
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7099
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:13:05 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7099
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:23 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:24 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:14:24 +0530] "GET /BaitAlarms/theme/images/ico/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7397
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:07 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7369
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:20 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:15:45 +0530] "POST /BaitAlarms/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:27 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7375
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 200 97339
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 200 22089
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 200 19888
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 200 61623
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/css/main.css HTTP/1.1" 200 20344
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/js/main.js HTTP/1.1" 200 1424
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/js/jquery.js HTTP/1.1" 200 93106
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/js/bootstrap.min.js HTTP/1.1" 200 27726
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/js/jquery.prettyPhoto.js HTTP/1.1" 200 22060
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/images/ico/favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:28 +0530] "GET /BaitAlarms/theme/images/logo.png HTTP/1.1" 200 1932
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:24:53 +0530] "POST /BaitAlarms/theme/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 200 31
127.0.0.1 - - [29/Dec/2014:21:27:50 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [29/Dec/2014:21:28:04 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:28:08 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7375
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:06 +0530] "POST /BaitAlarms/theme/tiles/ajax.jsp?methodId=registerNewUser HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:35 +0530] "GET /BaitAlarms/theme/user_registration.jsp HTTP/1.1" 200 7375
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/portfolio/recent/item3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/portfolio/recent/item1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/portfolio/recent/item2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/blog/thumb1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/blog/thumb2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/blog/thumb3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/slider/bg2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/slider/bg3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:30:42 +0530] "GET /BaitAlarms/theme/images/slider/bg1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:03 +0530] "GET /BaitAlarms/theme/about-us.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:03 +0530] "GET /BaitAlarms/theme/images/team-member.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:05 +0530] "GET /BaitAlarms/theme/services.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:09 +0530] "GET /BaitAlarms/theme/portfolio.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/images/portfolio/thumb/item1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/images/portfolio/thumb/item5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/images/portfolio/thumb/item2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/images/portfolio/thumb/item4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/images/portfolio/thumb/item3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/images/portfolio/thumb/item6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:10 +0530] "GET /BaitAlarms/theme/js/jquery.isotope.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/blog-item.html HTTP/1.1" 200 23419
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/ads/ad4.png HTTP/1.1" 200 14293
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/ads/ad2.png HTTP/1.1" 200 11191
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/ads/ad1.png HTTP/1.1" 200 38032
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/ads/ad3.png HTTP/1.1" 200 39338
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/blog/avatar1.png HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/blog/avatar2.png HTTP/1.1" 200 6884
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/blog/blog2.jpg HTTP/1.1" 200 37492
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/blog/avatar.jpg HTTP/1.1" 200 4217
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:18 +0530] "GET /BaitAlarms/theme/images/blog/avatar3.png HTTP/1.1" 200 1984
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:23 +0530] "GET /BaitAlarms/theme/faq.html HTTP/1.1" 200 14749
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:27 +0530] "GET /BaitAlarms/theme/registration.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:30 +0530] "GET /BaitAlarms/theme/privacy.html HTTP/1.1" 200 12387
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:32 +0530] "GET /BaitAlarms/theme/blog.html HTTP/1.1" 200 17587
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:31:32 +0530] "GET /BaitAlarms/theme/images/blog/blog1.jpg HTTP/1.1" 200 38213
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:14 +0530] "GET /BaitAlarms/pages/login.jsp HTTP/1.1" 200 7714
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:14 +0530] "GET /BaitAlarms/pages/css/main.css HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:14 +0530] "GET /BaitAlarms/pages/images/logo.png HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/pages/login.jsp HTTP/1.1" 200 6303
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/theme/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/theme/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/theme/css/prettyPhoto.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/pages/css/main.css HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/theme/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Dec/2014:21:34:43 +0530] "GET /BaitAlarms/pages/images/logo.png HTTP/1.1" 404 1015
